138	227
138	158
138	55
138	5
138	10
138	19
139	73
139	274
139	284
139	174
139	267
139	206
140	204
140	41
140	6
140	298
140	168
141	179
141	173
141	287
141	227
142	53
142	221
142	169
142	87
143	218
143	210
144	248
144	191
144	239
144	91
144	291
145	15
145	134
145	229
145	22
145	186
146	97
146	153
146	155
146	115
147	106
147	186
147	50
148	144
148	96
148	116
148	192
148	228
149	14
149	293
150	162
150	107
151	236
151	273
151	177
151	239
151	158
151	236
151	226
152	46
153	55
153	271
155	142
155	247
156	297
156	72
157	49
157	73
157	139
157	220
157	203
157	81
158	161
158	213
158	14
159	121
159	250
159	289
159	289
159	259
162	54
162	160
162	215
162	48
163	56
163	276
163	13
164	286
164	124
164	75
164	49
164	85
164	104
164	93
165	249
165	118
165	136
165	116
166	197
166	128
167	121
167	84
167	142
167	184
168	3
168	58
168	131
168	197
169	116
169	270
170	158
170	133
170	147
171	128
171	111
171	272
172	126
172	76
172	149
173	91
173	101
173	70
173	190
174	45
174	177
174	29
175	136
176	196
176	261
176	45
177	71
177	180
177	179
177	160
177	258
178	234
180	159
180	291
181	16
181	43
181	137
181	283
181	107
182	18
182	263
182	48
183	36
183	179
183	85
183	185
184	25
184	81
184	286
184	60
184	105
184	240
185	20
185	22
185	146
185	191
186	79
186	37
187	258
187	236
188	131
188	205
188	199
188	161
188	37
188	246
189	257
189	180
189	171
189	110
190	150
190	151
192	114
192	30
192	184
192	72
192	47
192	15
193	48
193	73
194	70
194	31
194	261
195	137
196	94
196	247
196	163
196	275
197	284
197	5
197	270
197	79
197	123
197	130
197	163
198	26
198	177
199	82
199	32
199	286
200	237
200	26
200	90
200	243
201	49
202	7
202	102
202	181
203	120
204	72
204	51
204	146
205	88
205	101
205	82
206	79
206	44
206	300
207	145
207	149
208	211
209	133
209	210
209	241
210	179
210	63
211	229
211	249
212	285
212	99
213	2
214	71
214	104
214	11
214	68
214	19
214	272
215	280
215	233
216	247
216	145
216	162
216	214
216	39
217	249
217	83
217	249
217	69
217	245
218	164
218	62
218	61
219	17
219	230
219	18
219	94
219	275
220	190
220	61
220	22
220	5
220	222
221	160
221	236
222	12
222	40
222	260
222	136
222	161
222	148
222	254
222	88
223	290
223	79
223	185
224	255
225	217
225	205
225	59
226	137
226	154
226	242
226	292
226	252
226	4
227	79
227	113
227	163
228	51
228	202
228	34
228	221
228	32
228	180
229	106
229	199
230	117
230	49
230	125
230	73
231	31
231	26
231	89
231	158
232	85
232	81
232	37
232	271
233	237
233	38
233	271
233	124
233	4
233	228
233	146
233	25
234	265
234	165
234	265
234	54
234	228
235	37
235	14
236	271
236	113
236	197
236	212
237	25
237	140
237	114
237	126
237	178
238	202
238	47
238	139
239	196
239	113
239	149
240	288
240	99
240	105
240	31
240	264
240	108
241	251
241	251
241	205
242	15
242	118
242	30
243	271
243	92
243	225
243	178
243	295
243	254
244	57
244	216
245	88
246	134
246	230
246	60
246	270
246	41
246	78
246	5
247	222
247	150
248	175
248	237
248	192
248	182
248	46
249	39
249	21
249	131
249	129
250	47
250	259
250	138
251	190
251	216
251	38
251	167
251	279
252	225
252	277
252	7
252	136
252	268
253	114
253	156
253	265
253	71
253	252
254	256
255	35
255	210
255	103
255	284
255	209
255	296
256	283
256	162
256	22
256	194
256	93
256	235
257	62
257	144
257	294
258	48
258	111
258	123
259	9
259	118
259	150
260	131
260	163
260	110
261	178
261	296
261	60
261	202
263	13
263	293
263	151
264	211
264	283
264	131
264	145
265	207
265	285
265	260
265	123
266	184
267	181
267	54
267	242
267	294
267	40
267	244
268	29
268	69
269	115
269	57
270	78
270	243
270	284
272	124
272	47
272	22
273	65
273	65
274	19
274	146
274	110
274	201
274	130
274	297
274	127
274	25
275	140
275	225
276	245
276	183
277	191
277	76
277	121
277	10
278	162
278	107
278	242
278	213
279	278
279	181
279	99
280	89
280	211
281	189
281	73
281	70
281	4
281	270
282	232
282	270
282	158
283	173
283	161
283	183
283	127
283	75
283	105
284	6
284	245
284	3
285	200
285	184
286	262
286	92
286	293
286	197
286	298
286	7
287	140
287	236
287	274
287	162
288	88
288	283
288	184
288	261
288	300
289	88
289	293
290	97
290	281
290	119
291	109
291	98
292	50
292	144
292	173
292	106
292	69
292	263
293	283
293	70
294	275
294	206
294	43
294	120
294	271
294	291
295	159
295	158
295	235
295	237
296	62
297	7
297	108
298	138
298	278
298	167
298	44
299	56
299	70
299	138
300	193
300	229
300	16
300	232
300	200
300	232
